Restaurant Name,Cuisines,Address,City,Postcode,Phone Number,Reviews,Average Review
"Marios Takeaway","Italian, Fish & Chips","8 Calder Park","Edinburgh","EH11 4JN","01314677711","1211","5"
"So Rice","Chinese, Oriental","550 Gorgie Road","Edinburgh","EH11 3AL","01314438788","424","5"
"Birdbox - Edinburgh The Gyle","Chicken","Gyle Avenue","Edinburgh","EH12 9JY","02039126648","6","4"
"Aldos Takeaway","Italian, Fish & Chips","Unit 4, Sighthill Shopping Centre, 487 Calder Road","Edinburgh","EH11 4AW","01314536067","258","4.5"
"Bodrum Express","Fish & Chips, Pizza","6 Parkhead Gardens","Edinburgh","EH11 4SQ","01314440101","179","5"
"Taste Of China","Chinese, Oriental","14 Calder Park","Edinburgh","EH11 4JN","01314423228","881","4.5"
"Taste Good Oriental Cuisine","Chinese, Oriental","67-71 Slateford Road","Edinburgh","EH11 1PR","01313135588","3606","5"
"Golden Shell","Chinese, Oriental","489 Calder Road","Edinburgh","EH11 4AW","01314536063","420","4.5"
"Papa John's Pizza - Sighthill","Pizza, American","10 Bankhead Avenue","Edinburgh","EH11 4HD","01314421177","114","5"
"Burger King Edinburgh Gyle","Burgers, American","Gyle Shopping Centre","Edinburgh","EH12 9JY","02039126648","221","4.5"
"Treasure Cottage","Chinese, Oriental","54 Saughton Mains Gardens","Edinburgh","EH11 3QE","01314557638","30","5"
"Gino's Fish & Chip Shop","Fish & Chips, Pizza","43 Longstone Road","Edinburgh","EH14 2BB","01314436888","892","4.5"
"Kebab Express","Turkish, Pizza","252 Gorgie Road","Edinburgh","EH11 2PL","01313379070","634","5.5"
"Pizza Hut Delivery - St Johns Road","Pizza, American","187 Saint John's Road","Edinburgh","EH12 7SL","01313348811","67","3.5"
"Chopstix Noodle Bar - Gyle Shopping Centre","Noodles, Asian","Unit 41, Gyle Shopping Centre, 9JT, Gyle Ave","Edinburgh","EH12 9JX","02039126648","17","5"
"Frankie & Benny's - Edinburgh Gyle","Burgers, American","Gyle Avenue","Edinburgh Gyle","EH12 9JY","02039126648","34","3.5"
"Stacks - Edinburgh The Gyle","Burgers","Gyle Avenue","Edinburgh","EH12 9JY","02039126648","6","3"
"The Gorgie Fish Bar","Fish & Chips, Kebab","136-138 Gorgie Road","Edinburgh","EH11 2NS","01313375199","859","5"
"Coffee Express","Breakfast, Sandwiches","15b Westside Plaza","Edinburgh","EH14 2SW","07811119961","465","5"
"KFC Edinburgh - Herminston Gait Retail Park","Chicken","17 Lochside Avenue","Edinburgh","EH11 4DG","02039126648","470","4.5"
"The Wee Roll Shop","Breakfast, Sandwiches","16 Calder Park","Edinburgh","EH11 4JN","01314785311","827","4.5"
"Brunch","Breakfast, Sandwiches","12 Westside Plaza","Edinburgh","EH14 2SW","01314423377","563","4.5"
"The Rite Bite","Breakfast, Sandwiches","546 Gorgie Road","Midlothian","EH11 3AL","01315387767","461","5.5"
"Claire’s Snackbar","Breakfast, Lunch","5 Bankhead Crossway North","Edinburgh","EH11 4BZ","07957005718","186","5.5"
"Ying","Chinese, Noodles","44a Main Street","Edinburgh","EH14 7EH","01314495288","751","4.5"
"Hong Chinese Restaurant","Chinese, Thai","149a Uphall Station Road","Livingston","EH53 0PB","01506441832","496","3.5"
"Khushi's","Indian, Curry","15 Bank Street","Mid Calder","EH53 0AS","01506884514","42","4"
"Jamuna","Indian, Bangladeshi, Halal","14 Marrfield Terrace","Uphall Station","EH54 5PY","01506438656","207","5"
"Aldo's","Fish & Chips, Pizza","160 Main Street","East Calder, West Lothian","EH53 0HE","01506881886","306","5.5"
"The Langton Chippy","Fish & Chips, Kebab","40c Langton Avenue","East Calder","EH53 0DN","01506880782","112","4.5"
"Krispy Slices","Pizza, Healthy","Unit 2, Crofthead Centre","West Lothian","EH54 6DG","01506414086","155","5.5"
"Papillon","Breakfast, Sandwiches","8 East Main Street","Uphall","EH52 5DA","01506432535","119","4.5"
"Lychee","Chinese","42b Northgate","Peebles","EH45 8BZ","01721 723939","383","4.5"
"The Prince Of India","Indian, Bangladeshi, Halal","86 High Street","Peebles","EH45 8SW","01721724455","61","5"
"Royal Dynasty","Chinese, Oriental","197 Whitehouse Road","Edinburgh","EH4 6BU","01313399888","234","5"
"Marios Fish and Chips","Fish & Chips, Italian","Unit 1 Argyle Court,120 East Main Street","Broxburn","EH52 5EQ","01506797242","166","4.5"
"Graziano's Takeaway","Fish & Chips, Pizza","2 Hopetoun Road","Edinburgh","EH30 9RA","01313311644","590","5.5"
"Dynasty","Chinese, Oriental","10 Main Street","Winchburgh","EH52 6RT","01506890057","736","5"
"Ruby's","Indian, Pizza, Halal","6 East Main Street","Broxburn","EH52 5AE","01506507508","663","5"
"Taste Of China","Chinese, Oriental","11 Greendykes Road","Broxburn","EH52 5AF","01506858333","25","4.5"
"Sofia's Fish Bar - Pizza & Kebab House","Fish & Chips, Kebab","1 Pentland View","Currie","EH14 5NP","07413898939","114","5"
"House Of Spice","Indian, Curry","81b East Main Street","Broxburn","EH52 5EE","01506855529","20","5.5"
"Chilli Waves","Indian, Pizza, Halal","Unit 2b 55 The Loan","South Queensferry","EH30 9SD","01313312844","148","5.5"
"Maurizio's SQ","Pizza, Fish & Chips","12-14 Edinburgh Road","South Queensferry","EH30 9HR","01313311222","19","4.5"
"The Pentland Fry","Fish & Chips, Italian","539 Lanark Road","Juniper Green","EH14 5DE","01314533643","539","5"
"Super Wok","Chinese, Oriental","555 Lanark Road","Edinburgh","EH14 5DE","01314533360","22","5"
"Golden Chopstick","Chinese, Oriental","9 Pentland View Court","Edinburgh","EH14 5NP","01314499215","600","5"
"Bodrum Fry","Fish & Chips, Pizza","5 Scotstoun Grove","West Lothian","EH30 9PH","01313315522","499","5.5"
"Great Wall","Chinese, Dim Sum","128 West Main Street","West Lothian","EH47 0QR","01501740553","429","4.5"
"Gyros & Kebab Grill House","Pizza, Kebab","63A Bathgate Road","Bathgate","EH47 7JA","01506239393","96","4.5"
"Flames","Indian, Kebab, Halal","94 West Main Street","Bathgate","EH47 0QU","01501740152","968","5"
"West End Fryer","Fish & Chips, Pizza","99 West Main Street","Whitburn","EH47 0QE","01501745552","130","4.5"
"The Chippy Takeaway","Italian, Fish & Chips","94 Main Street West","Calder","EH55 8DX","01506871991","812","4.5"
"Spicy Nights","Indian, Curry","82 West Main Street","Harthill","ML7 5RW","01501752518","125","5"
"Almos Takeaway","Fish & Chips, Pizza","170 South Street","Armadale","EH48 3JU","07961734175","61","3.5"
"Kings Curry","Indian, Curry, Halal","1b Loganlea Road","Addiwell","EH55 8HN","01501486193","167","4"
"Chillies","Indian, Curry","79 Main Street","West Calder","EH55 8EB","01506872215","258","5"
"Spiceland","Indian, Curry","7 Union Road","Edinburgh","EH48 1NS","01506635667","452","4.5"
"Golden Bowl","Chinese, Thai","7 West Main Street","Whitburn","EH47 0QB","01501748989","269","4.5"
"Oriental Cottage","Chinese, Noodles","11 Bridge Street","Fauldhouse","EH47 9AY","01501772868","525","4.5"
"The Bus Stop Cafe","Dinner, Breakfast","24 South Bridge Street","Bathgate","EH48 1TL","01506238560","466","4.5"
"New Happy House","Chinese, Oriental","6d Manse Road","Whitburn","EH47 0QA","01501742918","0","0"
"Corry's Cafe","Café, Breakfast","105 Chapelton Drive","Polbeth","EH55 8SQ","07565088670","69","5"
"The Balerno Fry","Fish & Chips, Pizza","57 Bavelaw Road","Balerno","EH14 7AA","01314767204","116","5.5"
"Anisez Pizza","Pizza, Kebab","6 Crossroads Place","Rosyth","KY11 2LS","01383419900","167","5"
"Shalimar Takeaway","Indian, Kebab","101b Queensferry Road","Rosyth","KY11 2PU","01383 411449","1105","5"
"Frankie & Benny's South Queensferry","Burgers","7 Ferry Muir Road","South Queensferry","EH30 9QZ","01313313050","0","0"
"Chilli Hot Pot","Indian, Curry, Halal","61 Margaret Avenue","Bathgate","EH48 1SN","01506655550","75","5.5"
"Spice of Life","Indian, Kebab, Halal","34 West Main Street, Armadale","BATHGATE, West Lothian","EH48 3QA","01501733663","229","5"
"Spice Cottage","Indian, Pizza","33 Main Street","Blackridge","EH48 3RJ","01501753273","485","5.5"
"Valentes","Fish & Chips, Chicken","9 George Place Bathgate","West Lothian","EH48 1NX","01506633101","522","4.5"
"Four In One","Indian, Turkish","51 Hopeton Street","Bathgate","EH48 4PB","01506635364","274","5"
"Dragon Palace","Chinese, Oriental","12 West King Street","Bathgate","EH48 1AX","01506632211","46","4.5"
"Kurry King","Indian, Curry","North Bridge Street","Bathgate","EH48 4PP","01506652578","58","5"
"Master Spice","Indian, Curry","26 Hopetoun Street","Bathgate","EH48 4EU","01507657077","174","5"
"Mama Mia","Pizza, Fish & Chips","5 North Street","Armadale","EH48 3QB","01501731613","76","4"
"Khan's Tandoori","Indian, Pizza, Halal","29 King Street","Bathgate","EH48 1AZ","01506636333","198","4"
"Pizza Hut Delivery - Bathgate","Pizza, Salads","3-5 King Street","Bathgate","EH48 1NU","01506 655552","110","4.5"
"Indie Roots","Indian, Curry","28A Glasgow Road","Bathgate","EH48 2AG","01506676750","331","5"
"Himani's","Indian, Pizza, Halal","15b Main Street","Shieldhill","FK1 2DZ","01324227418","119","5"
"Baguette Express","Breakfast, Sandwiches","5 George Place","Bathgate","EH48 1PA","07594031420","256","3.5"
"Milton Fry","Pizza, Fish & Chips","6a Milton Road West","Edinburgh","EH15 1LF","07919850693","46","5"
"China Cuisine","Chinese, Oriental, Halal","90 Niddrie Mains Road","Edinburgh","EH16 4DT","01316615765","450","5"
"Turkish Delight","Kebab, Pizza","50 Niddrie Mains Road","Edinburgh","EH16 4BG","01316613777","822","5.5"
"Tony's","Fish & Chips, Pizza","52 Niddrie Mains Road","Edinburgh","EH16 4BG","01316618935","508","4"
"From Italy To Scotland","Italian, Pizza","Blackness Road","Linlithgow","EH49 7HU","01506237558","25","5"
"Delhi's Winter","Indian, Curry, Halal","Regent Centre Blackness Road","Linlithgow","EH49 7HU","01506671611","342","5"
"Ashmaan Tandoori","Indian","25 Mill Road","West Lothian","EH49 7QJ","01506845097","435","5.5"
"Igloo Linlithgow","Desserts, Ice Cream","7 High Street","Linlithgow","EH49 7AB","01506840974","11","4.5"
"Chillies Tandoori Takeaway","Indian, Pizza, Halal","22 Grangepans","Bo'ness","EH51 9PA","01506824411","123","4"
"Big Chef Takeaway","Kebab, Pizza","74 Walter Scott Avenue","Edinburgh","EH16 5RL","01316291470","113","5.5"
"Super Fry@Longniddry","Fish & Chips, Pizza","Unit 4 29 Links Road","Longniddry","EH32 0NH","01875852313","1330","5.5"
"Carlo's Fish Bar & Restaurant","Fish & Chips, Pizza","40e Links Road","Port Seton","EH32 0DZ","01875819310","1081","5.5"
"Bene's Fish & Chips","Fish & Chips, Pizza","8 Seton Place","East Lothian","EH32 0DT","01875815981","500","4.5"
"Four In One Fast Food Restaurant","Pizza, Kebab","59a Jamieson Avenue","Bo'ness","EH51 0JU","01506825111","30","3"
"Supperbowl","Fish & Chips, Kebab","6 Drum Street","Edinburgh","EH17 8QH","01316647143","667","4.5"
"Marmaris Grill & Pizzas","Kebab, Pizza","29 Bridge Street","Tranent","EH33 1AQ","01875616661","581","5"
"Preston Bay Takeaway","Fish & Chips, Pizza","138 High Street","Prestonpans","EH32 9AD","01875818965","855","5.5"
"Altaf Khan Indian Food","Indian, Curry, Halal","95a High street","Tranent","EH33 1LW","01875614888","451","5"
"The Dine","Indian, Gourmet","53 East Main Street","Broxburn","EH52 5EE","01506853888","6","5.5"
"Aldo's Uphall","Fish & Chips, Pizza","8 East Main Street","Uphall","EH52 5DA","01506855574","919","4.5"
"Bravo Fish & Chips & Pizza","Fish & Chips, English","13-15 West Main Street","Broxburn","EH52 5RQ","01506855156","181","5"
"So Good Chinese Cuisine Takeaway","Chinese, Oriental","35 Goschen Place","West Lothian","EH52 5JE","01506855588","1107","5"
"Spice World","Indian, Curry","11 West Main Street","Broxburn","EH52 5DN","01506862224","154","4.5"
"Curry Club","Indian, Pizza, Halal","1 Station Road","Broxburn","EH52 5QF","01506855061","296","5"
"Orient","Chinese, Thai","142A Uphall Station Road","Livingston","EH53 0PD","01506436990","2117","5"
"Double-Up Chinese Takeaway","Chinese, Oriental","76 Cameron Way","Livingston","EH54 8HF","01506435960","336","4"
"Cafe Shabaz Tandoori","Indian, Pizza","Unit 1 Fulmar Brae","Ladywell","EH54 6UU","01506413141","185","5"
"Bay Leaf","Indian, Curry","90 Uphall Station Road","Pumpherston","EH53 0LW","01506431166","218","5.5"
"Green Jade","Chinese, Oriental","29 Greendykes Road","Broxburn","EH52 5AF","01506862222","73","5.5"
"Marmaris","Italian, English","Craigs Hill Shopping Mall","Livingston","EH54 5DZ","01506444405","1714","4.5"
"Krishma Tandoori Indian","Indian, Curry, Halal","23a Fernbank, Ladywell","West Lothian","EH54 6DT","01506438238","405","4.5"
"Burger King - Livingston","Burgers","Livingston The Centre","Livingston","EH54 6NB","02039126648","20","4"
"Tonino's","Fish & Chips, Pizza","14 Market Street, Mid Calder","Livingston, West Lothian","EH53 0AA","01506883487","389","5"
"KFC Livingston","Chicken","Almondvale Retail Park South","Livingston","EH54 6RQ","02038269530","572","4"
"Asda Kitchen - Livingston","Pizza, Desserts","Almondale Centre, Livingston","Livingston","EH54 6NB","02038269530","259","4.5"
"La Capanna","Fish & Chips, Pizza","Carmondean Centre Road South","Livingston","EH54 8PT","01506441566","1022","4.5"
"Livi Express","Fish & Chips, Kebab","Unit 3, 15 Crofthead, Templar Rise","Livingston","EH54 6DG","01506429040","812","5"
"Supperbowl Bankton","English, Pizza, Halal","Bankton Centre","Livingston","EH54 9DA","01506467746","304","5"
"The Minerva Food Bar","Fish & Chips, Pizza","Kingsport Avenue, Howden","Edinburgh","EH54 6BA","01506437422","698","4"
"Subway Livingston","Subways, Sandwiches","Unit 49, The Centre, Almondvale South","Livingston","EH54 6HR","01506438938","76","4"
"Oscars Pizza Pasta & Burgers","Italian, Burgers","Ladywell West, Hawk Brae","Livingston","EH54 6TW","01506466666","46","4.5"
"Chicken Cottage","American, Chicken, Halal","5 The Parkway Retail Square","Livingston","EH54 6ZW","01506414383","655","4.5"
"Birdbox - Livingston","Chicken, Burgers","Unit 10 Dedridge North Road","Livingston","EH54 6XG","02039126648","73","4.5"
"Frankie & Benny's - Livingston","American, Italian","10 Dedridge North Road","Livingston","EH54 6XG","02038269530","109","4"
"Kick Ass Burrito - Livingston","Burritos, Mexican","Unit 304 The Elements","Livingston","EH54 6GS","02039126648","35","4.5"
"Chiquito - Livingston","Tex Mex, Mexican","The Elements","Livingston","EH54 6GS","02038269530","86","4.5"
"Cornstar Taco's - Livingston","Mexican","Unit 304, The Elements","Livingstone","EH54 6GS","02039126648","27","4"
"Pizza Hut Delivery - Livingston","Pizza","Unit 4, 25 Hawk Brae","Livingston","EH54 6TW","01506401234","73","5"
"Merdo's","Fish & Chips, Kebab","Unit 1 Douglas Rise","Livingston","EH54 6JH","01506411536","140","5"
"Supperbowl Eliburn","English, Fish & Chips, Halal","2 Follyburn Place","Livingston","EH54 6BF","01506420444","744","5"
"Artisan Cheesecakes","British, American","2a Saint Andrew's Way","Livingston","EH54 8QH","01506238660","1","6"
"Marinis Ladywell","Fish & Chips, Pizza, Halal","Ladywell East Road","Livingston","EH54 6AG","01506413610","512","5"
"Knightsridge Chip Shop","Fish & Chips, Kebab","75 Cameron Way","Livingston","EH54 8HF","01506444600","117","4.5"
"Marini's Parkway","Fish & Chips, Pizza","Unit 7 Almondvale Parkway","Livingston","EH54 6QT","01506414663","170","4"
"Marmaris Polbeth","Italian, Fish & Chips","26 Polbeth Road","Polbeth","EH55 8SR","01506870004","181","5"
"Chopstix Noodle Bar - Livingston","Noodles, Asian","Unit Food Court 2, Almondale Avenue","Livingston","EH54 6QX","02038269530","27","5"
"I-Candy","Desserts, Sweets","1A Follyburn Place","Livingston","EH54 6BF","01506237058","316","3.5"
"Balance Bistro","Lunch, Healthy","2 Deans Business Unit, Saint Andrew's Way","Livingston","EH54 8GZ","01506416925","40","5"
"Hong Kong Kitchen","Chinese, Thai","105 Academy Street","Inverness","IV1 1LX","01463223084","2228","5.5"
"Flamez","Pizza, Fast Food","4-6 Drummond Street","Inverness","IV1 1QD","01463239902","164","4"
"Noodle King","Noodles, Chinese","107 Academy Street","Inverness","IV1 1LX","01463419267","391","5"
"AK'z","Pakistani, Chicken, Halal","32A Church Street","Iverness","IV1 1EH","01463225224","1067","4.5"
"Spicy Spot","Indian, Curry, Halal","19 Grant Street","Iverness","IV3 8BN","01463238400","507","4.5"
"New Mr Rice","Chinese, Oriental","37B Telford Street","Inverness","IV3 5LD","07837882786","45","4.5"
"Mr Chips","Fish & Chips, British","37a Telford Street","Inverness","IV3 5LD","07587493177","21","4"
"Pepperoni Speciale","Pizza, Italian","18 Tomnahurich Street","Inverness","IV3 5DD","01463417171","217","5"
"Indulge Inverness","Desserts, Ice Cream","4 Drummond Street","Inverness","IV1 1QD","07551027487","64","5"
"Topkapi","Turkish, Italian","44 Baron Taylor's Street","Inverness","IV1 1QG","01463222829","1244","3.5"
"Georges Thai & South Indian Food","Thai, Indian","19 Queensgate","Inverness","IV1 1DF","01463226644","299","4"
"Indian Ocean","Indian, Curry","64 Academy Street","Inverness","IV1 1LP","01463237755","837","5"
"1st Pizza Direct","Pizza, Fish & Chips","Unit 2 - 3 Glenurquhart Road","Inverness","IV3 5NZ","01463717171","96","4"
"Snappy Tomato Pizza","Pizza, Burgers","47 High Street","Elgin","IV30 1EE","01343552266","1379","5"
"Pino Pizza","Pizza, Italian","North Street","Elgin","IV30 1UD","01343541133","230","3.5"
"China Munchy Box","Chinese, Oriental","9 North Street","Elgin","IV30 4EG","01343556186","55","5"
"Spice Tandoori","Indian, Curry","9A Moss Street","Elgin","IV30 1LU","01343540370","568","5.5"
"Emperor Chinese & Thai","Chinese, Oriental","7 North College Street","Elgin","IV30 1EL","01343551133","917","5"
"Pattaya Thai Restaurant","Thai","54 High Street","Elgin","IV30 1BU","01343551577","278","5"
"Akash Tandoori (NEW)","Indian, Curry","21 South Street","Elgin","IV30 1JZ","07940714815","36","4.5"
"Mambo Italiano","Pizza, Italian","156 High Street","Elgin","IV30 1BD","01343546993","85","5"
"Yasmin Tandoori","Indian, Pizza","69 High Street","Elgin","IV30 1EE","07512749469","110","4.5"
"Elgin Tandoori","Indian, Bangladeshi","156 High Street","Elgin","IV30 1BD","01343545000","105","5"
"Firth Restaurant","European, Burgers","5 Clifton Road","Lossiemouth","IV31 6DJ","01343812100","21","4.5"
"Pino Pizza","Pizza, Italian","16 Queen Street","Lossiemouth","IV31 6PJ","01343810000","333","5"
"Spice of Kashmir","Kebab, Indian","High Street","Forres","IV36 1DX","07411373602","127","5"
"Napoli's Pizza","Italian, Pizza","106 High Street","Forres","IV36 1NT","01309672689","410","4.5"
"Royal China","Chinese, Thai","112 High Street","Forres","IV36 1NT","07498732909","493","4.5"
"Munchie Box","Fish & Chips, Fusion","42-44 Market Street","Aberdeen","AB11 5PL","01224588773","197","4.5"
"KFC Aberdeen Union Street","Chicken","152 Union Street","Aberdeen","AB10 1QT","02039126648","675","4.5"
"WAGU WAGU","Chinese, Thai","37 Glenbervie Road","Aberdeen","AB11 9JE","01224878380","19","4.5"
"Chippy King","Fish & Chips, Pizza","12 Belmont Street","Aberdeen","AB10 1JE","02039126648","252","4.5"
"Chinese Cooking","Chinese, Oriental","170 Holburn Street","Aberdeen","AB10 6DA","07462424626","229","5"
"Burger King - Aberdeen Altens","Burgers","3 Wellington Road","Aberdeen","AB12 3JG","02039126648","3","6"
"Bodrum Kebab House (Aberdeen) LTD","Kebab, Pizza, Halal","9A Chapel Street","Aberdeen","AB10 1SQ","01224631011","1586","4.5"
"Snappy Tomato Pizza Extra","Pizza, Pasta","84 Huntly Street","Aberdeen","AB10 1TD","01224624430","602","5"
"Ross's Lunch","Sandwiches, Halal","44 Chapel Street","Aberdeen","AB10 1SP","01224643527","1","2.5"
"Fusion","Chinese, Thai","573 Holburn Street","Aberdeen","AB10 7LH","01224595666","799","5"
"Good Friend","Chinese, Oriental","21 Chattan Place","Aberdeen","AB10 6RB","01224581888","148","5.5"
"Lows Traditional Fish & Chips","Fish & Chips","Unit 4 Berryden Business Park 12 Berryden Road","Aberdeen","AB25 3SA","01224561212","20","5"
"The Everest","Indian, Curry, Halal","476 Union Street","Aberdeen","AB10 1TS","01224644444","174","5.5"
"The Nawaabs Indian Restaurant","Indian, Curry, Halal","33 Summer Street","Aberdeen","AB10 1SB","07475656156","531","5.5"
"Pizza Hut Delivery - Aberdeen South","Pizza, American","53 Holburn Street","Aberdeen","AB10 6BR","01224212191","38","5"
"Eagle May","Chinese, Noodles","283 Hardgate","Aberdeen","AB10 6AH","01224644389","1641","5"
"Burger King Aberdeen Union Street","Burgers, American","221-229 Union Street","Aberdeen","AB11 6BQ","02039126452","488","4.5"
"Shakes 'n' Cakes","Desserts, Ice Cream","441 Great Northern Road","Aberdeen","AB24 2EH","01224465104","492","5"
"Blue Spice","American, Indian","222 George Street","Aberdeen","AB25 1BS","01224524422","164","5"
"KFC Aberdeen - Great North Road","Chicken","Unit 3, The Haudagain Retail Park","Aberdeen","AB24 2BQ","02039126648","656","4"
"AJ's Pizza & Pasta","Pizza, Pasta","554 George Street","Aberdeen","AB25 3XL","01224912347","2115","5.5"
"Chung Hwa","Chinese, Thai","473 Great Northern Road","Aberdeen","AB24 2BD","01224488255","3162","5"
"Paco's Tacos","Mexican, American","42-44 Market Street","Aberdeenshire","AB11 5PL","01224588773","1210","5"
"Big Wok","Chinese, Oriental","411-413 George Street","Aberdeen","AB25 1ER","01224644933","771","5"
"Caspian Pizza","Pizza, Burgers","11a Rose Street","Aberdeen","AB10 1TX","01224981860","337","5"
"Golden Crown","Chinese, Thai","150 Crown Street","Aberdeen","AB11 6HS","01224582880","1985","5"
"O Kitchen","Chinese, Noodles","Craigshaw Drive","Aberdeen","AB12 3BE","01224895000","588","5"
"Wonderful Chinese","Chinese, Oriental","493 George Street","Aberdeen","AB25 3YB","07858885488","131","5"
"Slow Boat","Chinese, Thai","138 Hardgate","Aberdeen","AB11 6YU","01224590505","1846","5"
"Moir Kitchen","Chinese, Oriental","41 Moir Green","Aberdeen","AB16 7GS","01224662288","111","5"
"Good Taste","Chinese, Oriental","52a Menzies Road","Aberdeen","AB11 9BE","01224898111","453","5"
"Man Yee","Chinese, Thai","44 Menzies Ro","Aberdeen","AB11 9BD","01224899202","454","5"
"Spiceation","Indian, Pakistani","495 Great Northern Road","Aberdeen","AB24 2EE","07438469753","51","5.5"
"The Frying Scotsman","Fish & Chips, English","14-16 Bedford Avenue","Aberdeen","AB24 3YR","07812750024","29","4.5"
"Golden House","Chinese, Oriental","14 King Street","Aberdeen","AB24 5AX","01224620655","50","4.5"
"Subway","Sandwiches, Salads","331 North Deeside Road","Cults","AB15 9SN","01224865884","506","5.5"
"To Buy Fish & Chips","Fish & Chips, Pizza","7-9 Langstane Place","Aberdeen","AB11 6DX","01224379798","684","3"
"Byron Fastfood","Fish & Chips, Indian","14 Byron Square","Aberdeen","AB16 7LL","01224691977","559","4.5"
"Little Italy Pizza","Pizza, Pasta","551 George Street","Aberdeen","AB25 3XX","01224954705","53","4.5"
"Fusion","Chinese, Thai","105 Rousay Drive","Aberdeen","AB15 6LT","01224325409","1126","5"
"Mastrick Tandoori","Indian, Kebab, Halal","13 Greenfern Road","Aberdeen","AB16 6JR","01224637123","71","5"
"Khyber Pass","Indian, Pizza, Halal","143 Spital","Aberdeen","AB24 3HX","01224624826","474","5.5"
"Chopstix Noodle Bar - Aberdeen","Noodles, Asian","Unit 1,Trinity Shopping Centre, Union Street","Aberdeen","AB11 6BE","02038269530","96","5"
"The Dolphin Fish and Chips","Fish & Chips","Unit 6-8, Kincorth Shopping Centre","Aberdeen","AB12 5BT","01224878711","41","5"
"Myra's Fish Bar","Fish & Chips, Pizza","124 Balnagask Road","Aberdeen","AB11 8RJ","0447395857166","873","4.5"
"Ayaan Tandoori","Indian, Kebab, Halal","21 Moir Crescent","Aberdeen","AB16 7DB","01224663113","1334","5"
"Crolla's Gelateria Rosemount","Ice Cream, Café","60 Rosemount Place","Aberdeen","AB25 2XJ","01224467260","355","5"
"True Burger","Burgers, Kebab","50 Langstane Place Aberdeen","Aberdeen","AB11 6EN","01224596343","76","4.5"
"Ayisha","Indian, Curry","27 Balnagask Road","Aberdeen","AB11 8HU","01224248896","33","5"
"Cream Temptation","Ice Cream, Desserts","182 Crown Street","Aberdeen","AB11 6JD","01224572510","13","4"
"Latinway","Mexican, South American","8 Belmont Street","Aberdeen","AB10 1JE","01224611707","43","5.5"
"Marcos Fast Food","Pizza, Fish & Chips","62 Justice Mill","Aberdeen","AB11 6EP","01224572772","981","5"
"BirdBox - Aberdeen Union Square","Chicken","Unit 22 and 23, First Level Mall, Union Square","Aberdeen","AB11 5RG","02039126648","39","4"
"Richi's Cafe","Kebab, Café","10 Bridge Street","Aberdeen","AB11 6JJ","01224589731","457","5"
"JJJ Food Court","Breakfast, Desserts","3 Summerhill Drive","Aberdeen","AB15 6TW","01224200006","201","4.5"
"Kordoba","Kebab, Italian","311 George Street","Aberdeen","AB25 1EP","01224626032","624","5"
"Shanghai","Chinese, Oriental","1 - 3 Portland Street","Aberdeen","AB11 6LN","07498732909","54","5"
"Burger King - Aberdeen Queens Leisure Centre","Burgers, American","Queens Links Retail Park","Aberdeen","AB24 5EN","02039126648","33","4"
"Harvester Ghillies Lair","Burgers, Chicken","Great Southern Road","Aberdeen","AB12 5XA","02039126648","12","4.5"
"Monsoona","Indian, Vegan","Bridge Street","Aberdeen","AB11 6JJ","01224590030","129","5"
"Snappy Tomato Pizza","Pizza, Italian","4 Barron Street","Aberdeen","AB24 2QF","01224277227","774","5"
"Chiquito - Aberdeen Union Square","Mexican","24 & 25 First Level Mall","Aberdeen","AB11 5RG","02039126648","13","4"
"BirdBox - Aberdeen","Chicken","Esplanade Queens Link Leisure Park, Aberdeen Beach","Aberdeen","AB24 5EN","02039126648","6","4.5"
"The Donians Fish & Chips","Fish & Chips, Mexican","158 Gallowgate","Aberdeen","AB25 1DT","01224379995","569","4.5"
"The Tartan Pig","British","34 Hollybank Place","Aberdeen","AB11 6XS","01224212633","6","4.5"
"Frankie & Benny's - Aberdeen Union Square","Burgers, American","Unit 22 and 23, First Level Mall","Aberdeen","AB11 5RG","02039126648","41","4"
"Al Aqsa Takeaway","Kebab, Pizza","12 Greenfern Road","Aberdeen","AB16 6JR","07828434292","55","5"
"Papa John's - Holburn Street","Pizza, American","75-77 Holburn Street","Aberdeen","AB10 6BR","01224589400","7","4.5"
"Emesa Mediterranean Cuisine","Vegetarian, Mediterranean","Saint Nicholas Street","Aberdeen","AB10 1BU","07925042030","12","6"
"Lahore Karahi","Indian, Curry","145 King Street","Aberdeen","AB24 5AE","01224647295","143","5"
"2bp Brothers Pizza","Pizza, American","699B Great Northern Road","Aberdeen","AB24 2DU","01224699138","234","5"
"Coast to Coast - Aberdeen","American","Unit FS14, Guild Street","Aberdeen","AB11 5RG","02039126648","8","3.5"
"BSSC","American, British","18 Bridge Street","Aberdeen","AB11 6JJ","01224582828","63","5.5"
"Blue Elephant Aberdeen","Indian, Curry, Halal","303 George Street","Aberdeen","AB25 1EP","01224639000","100","5"
"Gurkha Curry House","Indian, Nepalese, Halal","Unit 3, Clifton Road","Aberdeen","AB24 4RZ","01224482768","826","5.5"
"8848 Restaurant","Indian, Nepalese","347 Union Street","Aberdeen","AB11 6BT","01224595588","72","5"
"Spice of Bengal","Indian, Curry","121 Victoria Road","Aberdeen","AB11 9LX","01224482200","250","5"
"Qismat 2","Indian, Pizza, Halal","63 Hayton Road","Aberdeen","AB24 2RN","01224487300","36","4.5"
