Restaurant Name,Cuisines,Address,City,Postcode,Phone Number,Reviews,Average Review
The Maggie Snack Bar,"Burgers, Breakfast",Queen Margaret Drive,Glasgow,G12 8DQ,7523815738,5,4.5
WRAPS 4 U,"Breakfast, Sandwiches, Halal",220 Argyle Street,Glasgow,G2 8HA,7800938847,0,0
Subway - St Enoch Centre,Sandwiches,"Kiosk 3, Unit 1F, Food Court, St Enoch Centre",Glasgow,G1 4BW,2039126648,1,6
Sushi Boutique,"Sushi, Japanese","3rd Floor, 28 Tunnel Street",Glasgow,G3 8HL,1413288941,361,4.5
China House,"Chinese, Oriental",25 Dalmarnock Road,Glasgow,G40 4LA,1415564072,411,5
Byblos Cafe,"Lebanese, Arabic, Halal",6 Park Road,Glasgow,G4 9JG,1413397980,479,5
Banana Leaf South Indian,"Indian, Curry",76B Old Dumbarton Road,Glasgow,G3 8RE,1413344445,666,4.5
The Howlin Wolf,"Burgers, Pizza",100 Bath Street,Glasgow,G2 2EN,1413323224,13,4
The Counter,"Burgers, Desserts",Springfield Quay,Glasgow,G5 8NP,2039126648,18,4.5
Casanova,"Italian, Pasta",55 Kingston Street,Glasgow,G5 8BJ,1413410786,131,5
Tartan Best Kebab,"Curry, Burgers",354 Paisley Road West,Glasgow,G51 1BG,1414190000,56,4.5
BingSoul Dessert Cafe,"Desserts, Bubble Tea",90 Dumbarton Road,Glasgow,G11 6NX,1413392338,28,6
Subway Byres Road,"Subways, Sandwiches",239 Byres Road,Glasgow,G12 8UB,2039126648,56,4
Hanoi Bike Shop,"Vietnamese, Asian",8 Ruthven Lane,Glasgow,G12 9BG,1413394125,17,5
Bombay Badboy Indian Street Food,"Indian, Burgers, Halal",279 Gallowgate,Glasgow,G4 0TR,1415523444,288,4
Maracas Cafe,South American,Cambridge Street,Glasgow,G3 6QX,2039126648,9,4.5
Zaytun Restaurant,"Kurdish, Middle Eastern, Halal",452 Cathcart Road,Glasgow,G42 7BZ,1414230230,6,6
Rotunda Diner,"American, Burgers","2nd Floor, 28 Tunnel Street",Glasgow,G3 8HL,1412215881,781,4
Cafe Antipasti,"Italian, Pizza",305 Sauchiehall Street,Glasgow,G2 3HQ,1413329002,9,4.5
Sushi Delight,"Sushi, Japanese",1160 Argyle Street,Strathclyde,G3 8TE,7482312426,163,5
Nam Tuk,"Thai, Chinese",2 Partick Bridge Street,Glasgow,G11 6PL,1413570330,990,4.5
APOCOM KITCHEN,"African, Nigerian, Halal",1391 Gallowgate,Glasgow,G31 4EX,1413161031,13,5
Van Winkle,"BBQ, Burgers",267 Gallowgate,Glasgow,G4 0TR,1415521177,7,4
Wingerz,"Chicken, Desserts",666 Eglinton Street,Glasgow,G5 9RP,1412374030,25,3.5
Halloumi,"Greek, Grill",161 Hope Street,Glasgow,G2 2UQ,1412041616,22,3
Yen @ The Rotunda Glasgow,"Chinese, Japanese","1st Floor, 28 Tunnel Street",Glasgow,G3 8HL,1418470110,1506,4.5
Happy Date,"Chinese, Oriental",150 Saracen Street,Glasgow,G22 5AS,1413362443,155,5
Burger Bang,"Burgers, American",488 Tollcross Road,Glasgow,G31 4XX,1416417189,121,3.5
Ti Amo Grill & BBQ,"Indian, Italian, Halal",6 John Street,Glasgow,G1 1JQ,1415523346,9,5.5
Palermo,"Italian, American",6 John Street,Glasgow,G1 1JQ,7915462304,18,5
Choco Berri,"Desserts, Ice Cream, Halal",309 Sauchiehall Street,Glasgow,G2 3JA,1414180089,142,4
Spicy Hut,"Indian, American, Halal",1117 Pollokshaws Road,Glasgow,G41 3YH,1416323296,1125,3
Pizza East,"Italian, Pizza",575 Duke Street,Glasgow,G31 1PY,1415564268,74,5
Burger Bang,"Burgers, American",15 Greenlees Road,Cambuslang,G72 8JB,1416417189,907,4
Pizza Punks,Pizza,90 St Vincent St,Glasgow,G2 5UB,1412378020,42,4
Via Italia,"Italian, Pizza",119 Sauchiehall Street,Glasgow,G2 3EW,1412374424,28,4.5
Isola Sarda,"Pizza, Italian",96 Trongate,Glasgow,G1 5EP,2039126648,12,5.5
Mharsanta,"Fish & Chips, Burgers",26 Bell Street,Glasgow,G1 1LG,2039126648,3,5.5
Brave Bakers,"European, Pizza",112 Saltmarket,Glasgow,G1 5LB,7760645351,3,4
Mezza Lebanese Bistro,Lebanese,381 Sauchiehall Street,Glasgow,G2 3HU,1413310000,10,4
Dolces Ice Cream Parlour,"Desserts, Ice Cream",161 Gallowgate,Glasgow,G1 5AX,7860244328,515,4.5
Westend BBQ,"Burgers, Desserts, Halal",123 Saint George's Road,Glasgow,G3 6JA,7440412631,92,4.5
Nonya,"Asian, Curry",10 Claremont Street,Glasgow,G3 7HA,1412216200,15,5.5
Dannys Fast Food,"American, Indian, Halal",253 Gallowgate,Glasgow,G4 0TP,1415521448,716,4
Magnificent 7,"Pizza, Desserts",54 Calton Entry,Glasgow,G40 2SB,1412379220,0,0
Sugar King,"Fish & Chips, Pizza, Halal",646 Cathcart Road,Glasgow,G42 8AA,1416363801,153,4.5
Centre cafe,"European, Ice Cream, Halal","Unit 24, 279 Abercromby Street",Glasgow,G40 2DD,7476568287,2,2.5
Sweet Cream,"Desserts, Ice Cream, Halal",1117 Pollokshaws Road,Glasgow,G41 3YH,1416323296,19,2
Halloumi,"Greek, Grill",697 Pollokshaws Road,Glasgow,G41 2AB,1414236340,23,2.5
Al Forno,"Italian, Pizza",10 Torrisdale Street,Glasgow,G42 8PZ,2039126648,3,4
Blue Lagoon,Fish & Chips,770 Gallowgate,Glasgow,G40 2PW,2039126648,1,3.5
Star Curry House,"Pizza, Kebab, Halal",219 Saracen Street,Glasgow,G22 5JW,1412373303,81,5
Piri Piri Grill,"Grill, Peri Peri",94 Smithycroft Road,Glasgow,G33 2RQ,1417707000,21,4
BBQ Burgers & Wraps,"Burgers, Pizza",17 Westwood Square,East Kilbride,G75 8JQ,1355457500,257,4.5
MacDonners,"Indian, Pizza, Halal",528 St Vincent Street Glasgow,Glasgow,G3 8XZ,1412044444,1798,5
Li Hao,"Chinese, Oriental, Halal",38 Clarendon Place,Glasgow,G20 7PZ,1413322227,561,5
Ashoka Finnieston,"Indian, Curry",1284 Argyle Street,Glasgow,G3 8AB,1413393371,2049,5
Raja's Pizza Bar,"Pizza, Indian, Halal",157 Great Western Road,Glasgow,G4 9AW,1413326516,488,4.5
Mr Rice,"Chinese, Oriental",603 Maryhill Road,Glasgow,G20 7TY,1419453800,270,5.5
Zayn's Tandoori,"Indian, Curry, Halal",267 Saracen Street,Possilpark,G22 5JX,1413470902,335,5
Mario’s Plaice,"Fish & Chips, Italian",285 Byres Road,Glasgow,G12 8TL,1413346561,53,5.5
Pizza Club,"Italian, Pizza, Halal",66 Woodlands Road,Glasgow,G3 6HA,1413334948,310,4
Bon Appetit,"Indian, Italian, Halal",1150 Argyle Street,Glasgow,G3 8TE,7771865113,3,4.5
Spicy Grill,"Indian, Pizza, Halal",20 Byres Road,Glasgow,G11 5JY,1413344089,262,5
Punjabi Fusion,"Indian, American",1010 Dumbarton Road,Glasgow,G14 9UJ,1419592467,1103,5.5
Cafe India Tapas,"Indian, Curry",641 Great Western Road,Glasgow,G12 8RE,1413348848,54,4.5
El Gusto,"Spanish, Mediterranean",31 Gibson Street,Glasgow,G12 8NU,1413347139,442,5.5
BKK Cafe,"Thai, Curry, Halal",31 Hyndland Street,Glasgow,G11 5QF,1412373232,961,5
Green Chilli Cafe,"Indian, Curry, Halal",1293 - 1297 Argyle Street,Glasgow,G3 8TL,1413376378,36,4.5
Cravings Ice Cream and Dessert,"Desserts, Ice Cream, Halal",411 Dumbarton Road,Glasgow,G11 6DD,7857207876,3,5
Ali's,"Indian, American",17 Hyndland Street,Glasgow,G11 5QE,1415760014,814,5
Station Wok,"Chinese, Oriental",34 Merkland Street,Glasgow,G11 6DB,1413399988,803,5.5
Dumpling Monkey,"Chinese, Dim Sum",119-121 Dumbarton Road,Glasgow,G11 6PR,1415838300,1353,5
Pizza Hut Delivery - Great Western Road,"Pizza, American",599 Great Western Road,Glasgow,G12 8HX,1413399933,112,4
Prego Fish Bar,"Fish & Chips, Pizza",297 St. Georges Road Lanarkshire,Glasgow,G3 6JQ,1413339012,570,5
Mezze,"Greek, Kebab",141 Elderslie Street,Glasgow,G3 7AW,1412043144,294,4
Italian Job Express,"Italian, Pasta",528 Crow Road,Glasgow,G13 1NU,1419548811,3022,5.5
Magic Grill,"Indian, Kebab, Halal",1341 Dumbarton Road,Glasgow,G14 9UZ,1419597480,99,5
Bollywood Spice,"Indian, Pizza, Halal",477 Dumbarton Road,Glasgow,G11 6EJ,1413349888,683,5
La Vita Spuntini,"Italian, Pizza",199 Byres Road,Glasgow,G12 8TN,1413394222,1605,5
Po' Boyz,"American, Burgers",16 Norby Road,Glasgow,G11 7BN,1413347799,565,5
Woody's Chargrilled Kebab,"Pizza, Kebab",1425 Maryhill Road,Glasgow,G20 9AA,1419462114,143,5.5
Ceqwa,"Indian, Burgers, Halal","692 Dumbarton Rd, Thornwood",Glasgow,G11 6RB,1413340291,769,5
Killermont Polo Club,"Indian, Curry",2022 Mary Hill Road,Glasgow,G20 0AB,1419465412,1113,5
Okome,"Japanese, Sushi",161 Byres Road,Glasgow,G12 8TS,1413341818,592,5.5
Curry Pot,"Indian, Pizza",139 Dumbarton Road,Glasgow,G11 6PR,1413341549,1315,5
Adeel Tandoori,"Indian, Curry, Halal",249 Maryhill Road,Maryhill,G20 7YB,1413321167,740,5.5
Chow,"Chinese, Thai",98 Byres Road,Glasgow,G12 8TB,1413349818,223,4.5
Philadelphia Fish & Chicken Bar,"Fish & Chips, Italian",445 Great Western Road,Glasgow,G12 8HH,1413392372,825,5
The Codfather,"Fish & Chips, Pizza",566 Maryhill Road,Glasgow,G20 7EE,1419466035,897,5
Feng Huang~,"Chinese, Oriental",1830 Maryhill Road,Glasgow,G20 0HD,1419469222,81,5
Shangri La,"Chinese, Noodles",1b Apsley Street,Glasgow,G11 7SZ,1413396669,613,5
The Chicken Place,"Chicken, American, Halal",18 Gibson Street,Glasgow,G12 8NX,1413373337,1009,4
Tony's,"Grill, Fish & Chips",1178 Maryhill Road,Glasgow,G20 9TA,1419454740,793,4.5
Cafe India,"Indian, Pizza, Halal",645 Great Western Road,Glasgow,G12 8RE,1413348848,1041,4
Little Curry House,"Indian, Curry, Halal",41 Byres Road,Glasgow,G11 5RG,1413391339,544,5.5
Subway Knightswood,"Sandwiches, Lunch",748 Anniesland Road Knightswood Shopping Centre,Glasgow,G14 0YU,2039126648,62,5
Indian Orchard,"Indian, European",315 Dumbarton Road,Glasgow,G11 6AL,1413575624,195,5.5
Taco Mazama,"Mexican, Burritos",263 Byres Road,Glasgow,G12 8TL,1413373399,759,4.5
Di Maggios Westend,"Italian, Pizza",61 Ruthven Lane,Glasgow,G12 9BG,1413348560,845,4.5
Punjabi,"Indian, Punjabi, Halal",560 Paisley Road West,West Glasgow,G51 1RF,1414270521,168,5
Banana Leaf,"Asian, Chinese",5&9 Byres Road,Glasgow,G11 5RD,0141 3348899,58,5
Rice & Noodle,"Chinese, Oriental",96 Dumbarton Road,Glasgow,G11 6NX,1413572300,122,5
Papa John's - Broomhill,"Pizza, American",12 Norby Road,Glasgow,G11 7BN,read what this restaurant has to say about allergies,1034,4.5
Cafe Orlando,"Fish & Chips, Pizza",1383 Argyle Street,Glasgow,G3 8AF,1413572103,38,5.5
Dilli Haat,"Indian, Pizza, Halal",67 Milngavie Road,Bearsden,G61 2DW,1419423737,74,4.5
Ambala,"Indian, Chicken, Halal",11 Forth Street,Glasgow,G41 2SP,1412581120,237,5
Subway,"Sandwiches, Salads",9-11 Merkland Street,Glasgow,G11 6BU,1413340281,89,4
Shamela's Fresh Hot & Cold Food,"Breakfast, Burgers",2 Murano Street,Glasgow,G20 7RS,1412585350,360,5.5
Ruby Chinese,"Chinese, Oriental",4 Exeter Drive,Glasgow,G11 7UX,1413376400,1272,5.5
Dry Docks Cafe,"Breakfast, Café",581 Govan Road,Glasgow,G51 2AS,1414453637,233,5.5
The Grove Cafe,"Breakfast, Café",275 Maryhill Road,Glasgow,G20 7YA,1413328572,126,5.5
The Hyndland Cafe,"Café, Breakfast",96 Clarence Drive,Glasgow,G12 9RN,1413342719,306,5.5
Punjabi Rasoi,"Indian, Pizza, Halal",14 Northpark Street,Glasgow,G20 7AB,1412375565,240,5.5
Shah's Kitchen,"Indian, Kebab",59 Old Dumbarton Road,Glasgow,G3 8RF,1413281010,697,5
Nana's Modern Chinese Takeway,"Chinese, Thai, Halal",223 Paisley Road West,Glasgow,G51 1NE,1414274566,412,5
Lucky Cottage,"Chinese, Thai",96 Queen Margaret Drive,Glasgow,G20 8NZ,1419453398,1008,5
Well-Fed @ Whiteinch,"Deli, Breakfast",The Whiteinch Centre 1 Northinch Court,Glasgow,G14 0UG,1419542006,458,5
Tony's Cafe,"American, Breakfast",1057 Maryhill Road,Glasgow,G20 9AX,1419450272,63,4.5
Hot Pot,"Curry, Indian, Halal",688 Dumbarton Road,Glasgow,G11 6RB,7881744109,5,5
Yarrow Cafe,"Café, Breakfast",1915 Dumbarton Road,Glasgow,G14 0YS,1419590420,22,4
Rioja,"Spanish, Tapas",1116 Argyle Street,Finnieston,G3 8TD,1413340761,222,4
Durty Vegan Burger Club,"Vegan, American, Halal",994 Argyle Street,Glasgow,G3 8LU,7377911773,2,6
Piano Take away,"Fish & Chips, Kebab, Halal",1939 Dumbarton Road,Glasgow,G14 0YT,7722721107,79,5
Diamond Inn,"Chinese, Oriental",1401 Dumbarton Road,Lanarkshire,G14 9XS,1419597777,252,5
Sizzler Grill House,"Indian, Turkish, Halal",357 Bisland Road,Rucchill,G20 9LT,1419455959,1353,5.5
Lets Wok N Roll,"Chinese, Oriental",8a Angus Street,Glasgow,G21 1DN,1415582118,407,5
Sugar & Spice Takeaway,"Indian, Pizza, Halal",8-10 Tollcross Road,Glasgow,G31 4XD,1412302641,99,5.5
Ice-ilicious,"Ice Cream, Desserts",214 Saracen Street,Glasgow,G22 5ER,1412374380,328,4
Mexita Springburn,"Mexican, Italian",560 Broomfield Road,Glasgow,G21 3HN,1415570808,38,5.5
Atwals Fish & Chicken Bar,Fish & Chips,163 Springburn Way,Glasgow,G21 1DT,1415586645,201,5
Sarry Suppers,"Fish & Chips, Pizza",237 Saracen Street,Glasgow,G22 5JW,1412375504,82,5.5
Eglefino,"Fish & Chips, British, Halal",560 Broomfield Road,Glasgow,G21 3HN,1415570000,12,4.5
Usha's Indian Street Food,"Indian, Vegetarian, Halal",2 Byres Road,Glasgow,G11 5JY,1413397138,117,4.5
Benson's Cafe,"Breakfast, Burgers","Unit 44, Forge Shopping Centre",Glasgow,G31 4EB,01415 544422,177,5
Golden House,"Chinese, Oriental",140 Keppochhill Road,Glasgow,G21 1HE,1415588330,674,5
Subway - Fenwick Road,"Sandwiches, Lunch",156 Fenwick Road,Giffnock,G46 6XW,2039126648,5,5.5
Hot Spot,"Indian, Pizza, Halal",450 Ballator Street,Glasgow,G5 0QW,1414180811,346,5
Natural Spice,"Indian, Ice Cream, Halal",1117 Aikenhead Road,Glasgow,G44 5SL,1416335222,576,5.5
Cheeky Moo's,"Desserts, Ice Cream",48 Main Street,Rutherglen,G73 2HY,1416471559,667,5
Good Taste,"Chinese, Oriental",5 Lochleven Road,Glasgow,G42 9JU,7804627643,5,4.5
Kai Xin,"Chinese, Oriental",218 King Street,Rutherglen,G73 2HD,1416472700,3111,5
Dario Pizzaria,"Italian, Pizza",20 Kilmarnock Road,Glasgow,G41 3NH,1416366658,2190,5
Sugar Dream,"Desserts, Ice Cream",1117 Aikenhead Road,Glasgow,G44 5SL,1416335222,331,4.5
KFC Glasgow London Road,Chicken,Westhorn Drive East Investment Park,Glasgow,G32 8YX,2039126648,642,4.5
Almanzar Tandoori,"Indian, Curry",61-65 Glasgow Road,Rutherglen,G73 1LJ,1416477888,855,5
Silver Dragon,"Chinese, Oriental",352A Kings Park Avenue,Glasgow,G73 2AL,1416430806,1163,5
Desi Curry Palace,"Indian, Curry, Halal",144 Allison Street,Govanhill,G42 8RP,1414231672,1344,5.5
Macarico,"Burgers, Italian","Unit 3 Retail Park, 2224 London Road",Glasgow,G32 8HY,1417782390,579,5
Wok Star,"Chinese, Oriental, Halal",523 Cathcart Road,Glasgow,G42 8SG,1414236382,2110,5.5
MacDonners,"Indian, Pizza, Halal",4 Albert Road,Glasgow,G42 8DN,1414236677,996,4.5
Mac Grill,"Kebab, Pizza",468 Cathcart Road,Glasgow,G42 7BY,1414234477,292,5
Eatalia Kitchen,"Fish & Chips, Italian",243 Main Street,Glasgow,G73 2HN,1416476173,235,5
Cathay Cuisine (Shawlands),"Chinese, Thai",95 Kilmarnock Road,Glasgow,G41 3YR,1416326303,49,4
Original Tasty Spot,"Pizza, Indian, Halal",177 Main Street,Glasgow,G73 2HF,1412587070,419,5
Buddy's BBQ & Burgers,"American, Burgers",705 Pollokshaws Road,Glasgow,G41 2AA,1413197154,1040,5
Noor Tandoori,"Indian, Kebab, Halal",490 Ballater Street,Glasgow,G5 0QW,1414291818,70,5.5
Shimla,"Indian, Halal",281 King Street,Glasgow,G73 1DE,1416473049,680,5
Golden House Chinese,"Chinese, Oriental",485 Aikenhead Road,Glasgow,G42 0PP,1414237625,439,5
Best Chippy Hampden,"Fish & Chips, Burgers",55 Mount Annan Drive,Glasgow,G44 4RX,1416329373,60,5.5
Flames,"Kebab, Pizza, Halal",Pollokshaws Road,Glasgow,G41 2QB,1414240473,132,3.5
Aladdin Tandoori,"Indian, Curry, Halal",59 Main Street,Rutherglen,G73 2JH,1416431700,566,5
The Orchid,"Chinese, Oriental",1093 Cathcart Road,Lanarkshire,G42 9XP,1416490003,800,5
Marinis Fish & Chips,"Fish & Chips, Pizza",1158 Cathcart Road,Glasgow,G42 9EG,1416369384,258,5
Rajas Pizza Bar,"Chicken, Pizza, Halal",246 Albert Street,Pollock Shields,G41 2NL,1414297000,463,4.5
Golden Phoenix,"Chinese, Oriental",631 Pollokshaws Road,Glasgow,G41 2QG,1414238855,1247,5
New Anand,"Indian, Curry, Halal",76 Nithsdale Road,Glasgow,G41 2AN,1414221115,70,5.5
Taste of India,"Indian, Pizza",43b Main Street,Glasgow,G73 2JF,1416472234,189,4.5
Yum,"Chinese, Oriental",899 Aikenhead Road,Glasgow,G42 0NT,1416496555,55,5
Dessert Rush (Rutherglen),"Desserts, Cakes",61 Glasgow Road,Rutherglen,G73 1LJ,1412371150,146,5
Cafe Serena,"Indian, Pizza, Halal",328-330 Maxwell Road,Glasgow,G41 1PJ,1414290693,447,5
Smoky Grill,"Pizza, Indian, Halal",262 Main Street,Rutherglen,G73 3AD,1416472220,309,5
Lucky Oriental Rutherglen,"Chinese, Oriental","67 Glasgow Road,",Glasgow,G73 1LJ,1416474485,548,5
Shezan Tandoori,"Indian, Curry, Halal",1096 Cathcart Road,Glasgow,G42 9XW,1416494776,466,5
Harleys Ice Cream Parlour,"Desserts, Ice Cream",585 Govan Road,Glasgow,G51 2AS,7733855624,272,5
Po Wah Chinese,"Chinese, Noodles",53 Stonelaw Road,Glasgow,G73 3TN,1416430585,528,4.5
American BBQ and Burger Co.,"American, Burgers",20 Kilmarnock Road,Glasgow,G41 3NH,1416498573,946,4.5
Kilmurry & Co,"Brunch, Dinner",210 Kilmarnock Road,Glasgow,G43 1TY,1416325606,92,5
Salt & Vinegar,"Fish & Chips, Italian",1044 Pollokshaws Road,Glasgow,G41 3EB,1416327289,5,6
Buffalo American Grill House,"American, Burgers",1051 Tollcross Road,Glasgow,G32 8UQ,1417786175,647,5
Pizza Hut Delivery - Shawlands,"Pizza, American",701 Pollokshaws Road,Glasgow,G41 2AA,1414232323,76,4
The Moti Mahal,"Indian, European, Halal",123 Old Castle Road,Glasgow,G44 5TJ,1416335533,73,5
Chicken Express,"Chicken, Curry, Halal",661 Cathcart Road,Glasgow,G42 8AP,1414240123,13,5
Deira Lahore,"Indian, Curry, Halal",631 Cathcart Road,Glasgow,G42 8AE,1414230443,21,5
Ambrosia,"Fusion, Mediterranean",210 Kilmarnock Road,Glasgow,G43 1TY,1416325606,7,4.5
Kam Wa,"Chinese, Oriental",746 Pollokshaws Road,Glasgow,G41 2AE,7786011189,257,5.5
Good Choi's Cuisine,"Chinese, Noodles","13 Cumming Drive, Mount Florida",Glasgow,G42 9AE,1416495000,989,5
De Niro's Brunch,"Italian, American, Halal",1 Fenwick Road,Giffnock,G46 6AU,1416376297,4,6
Subway - Mitchell Arcade,"Sandwiches, Lunch",5 Rutherglen Shopping Centre,Rutherglen,G73 2LS,2039126648,22,4
Padano Pizza & Pasta,"Italian, Pasta",209 Main Street,Rutherglen,G73 2HH,1412612246,77,5.5
Blue Bay,"Fish & Chips, Pizza",14 Bridgeton Cross,Glasgow,G40 1BW,1415540740,609,5.5
Stefano's,"Italian, Pizza",1108 Cathcart Road,Glagow,G42 9EG,1416493963,790,5
Cafe Express,"Café, Fast Food",9 Margaretta Buildings,Glasgow,G44 4EE,7414647184,208,4.5
Desi Cafe,"Indian, Curry",140 Allison Street,Glasgow,G42 8RP,1414241336,23,5
Dessert Rush - Shawlands,"Desserts, Ice Cream",51 Kilmarnock Road,Glasgow,G41 3YN,1412377280,334,5.5
Real Madras Clarkston Road,"Indian, Pizza, Halal",185 Clarkston Road,Glasgow,G44 3BS,7845093705,16,4
Mandarin Oriental Japanese & Thai Cuisine,"Chinese, Japanese",97 Kilmarnock Road,Glasgow,G41 3YR,1416321875,65,4.5
Golden Wok,"Chinese, Oriental",26 Allison Street,Glasgow,G42 8NN,1414241114,452,5.5
Thornwood Chippy,"Fish & Chips, Pizza",688 Dumbarton Road,Glasgow,G11 6RB,1413706107,92,5
Shake Waffle n Roll,Desserts,110 Langlands Road,Glasgow,G51 3BU,1412375855,0,0
Gennaro's Fish & Chips,"Fish & Chips, Pizza",1556 Great Western Road,Glasgow,G13 1HJ,1419598339,1331,5.5
New NG's Dynasty,"Chinese, Oriental",60 Fulton Street,Glasgow,G13 1ED,1419593639,1216,5
Golden Buck,"Chinese, Noodles",121 Cleveden Road,Glasgow,G12 0JU,1413341131,276,5
"Milanos Fish, Chips & Pizzeria","Fish & Chips, Pizza",21 Kelso Street,Glasgow,G14 0LB,1419512200,668,5
Ocean Pearl Chinese,"Chinese, Thai",2019 Dumbarton Road,Glasgow,G14 0HY,1419548768,1192,5
Sumerians Fish & Chicken Bar,"Kebab, Pizza",1255 Dumbarton Road,Lanarkshire,G14 9UU,1419599385,456,5
Jutt's Food Xpress,"Indian, Pizza",199 Knightswood Road,Glasgow,G13 2EX,1419542266,300,5
Giulio's Fish & Chips Stop,"Fish & Chips, Pizza, Halal","1580 Dumbarton Road, Scotstoun",Glasgow,G14 9DB,1419545632,386,4.5
Jaipur Indian Takeaway,"Indian, Curry, Halal",162 Dorchester Avenue,Glasgow,G12 0DZ,0141 339 2255,128,5
Casablanca,"Italian, Pizza",35 Clarence Driver,Glasgow,G12 9QN,1413399190,568,5
CHELLOS,"Indian, Kebab, Halal",1377 Dumbarton Road,Glasgow,G14 9XT,1419541184,771,4.5
Spice Heaven,"Indian, Kebab",1002 Crow Road,Glasgow,G13 1JN,1419599996,569,5
Sesame,"Chinese, Oriental",1030 Dumbarton Road,Glasgow,G14 9UL,1419580871,401,5
Mexita Govan,"Mexican, Italian, Halal",1010 Govan Road,Glasgow,G51 3EW,1414453030,15,5
Ashoka Ashton Lane,"Indian, Curry",19 Ashton Lane,Glasgow,G12 8SJ,1413371115,95,5
Neelim Indian Restaurant,"Indian, Curry, Halal",1590 Dumbarton Road,Glasgow,G14 9DB,1419596265,836,5.5
New Aladdin,"Indian, Italian, Halal",1576 Dumbarton Road,Glasgow,G14 9DB,1419543154,78,5.5
Royal Chicken Palace,"Chicken, Pizza, Halal",123 Cleveden Road,Glasgow,G12 0JU,1413574867,294,5
Govan Spicy Cafe,"Kebab, Turkish, Halal",1020 Govan Road,Glasgow,G51 3DU,1414405975,21,4
Pizza Amore,"Fish & Chips, Pizza",1499 Dumbarton road,Glasgow,G14 9XL,1419595280,190,5
Cake & Shake,"Cakes, Milkshakes",21 Kelso Street,Glasgow,G14 0LB,1419512200,121,4
Everest Indian Takeaway,"Indian, Curry",149 Garrioch Road,Glasgow,G20 8RH,1419451128,845,5.5
CJ's Food To Go,"Café, Deli",1857 Maryhill Road,Glasgow,G20 0DE,7391841878,301,5
Bawarchi,"Indian, Pizza, Halal",995 Crow Road,Glasgow,G13 1JP,1419549999,131,5
The Big Belly Deli,"Café, Breakfast",781 - 783 Dumbarton Road,Glasgow,G11 6NA,1413345309,60,4
The Best Curry Chinese Take Away,"Chinese, Oriental",16 Crow Road,Glasgow,G11 7RT,1413391790,66,5.5
Friendlies,"Chinese, Oriental, Halal","145 Garrioch Road, Maryhill",Glasgow,G20 8RH,1419453388,298,5
Pizzeria Enrico,"Italian, Pizza",50 Switchback Road,Bearsden,G61 1AE,1412611731,355,5.5
Lotus,"Lebanese, Grill, Halal",1363 Dumbarton Road,"Glasgow, Lanarkshire",G14 0YS,1419548000,386,5.5
Burger King Glasgow,"Burgers, American","Great Western Road, Allerdyce Court",Glasgow,G15 6SA,2039126648,405,5
KFC Glasgow Great Western Road,Chicken,Great Western Road,Glasgow,G15 6SA,2039126648,750,4.5
Jade House,"Chinese, Asian",331 Bilsland Drive,Glasgow,G20 9LT,7533627821,139,5.5
Chilli Express,"Indian, Pizza",1196 Maryhill Road,Glasgow,G20 9BA,1419452343,550,5
Sizzle & Spice,"Indian, Pizza, Halal",Maryhill Road,Glasgow,G20 0DE,1419455226,148,5
Bay Leaf Bistro & Indian Takeaway,"Indian, Pizza",3 Rannoch Drive,Bearsden,G61 2JW,1419420077,1721,5.5
Four Pound Shop,"Chinese, Oriental",27 Kelso Street,Glasgow,G14 0LB,1419511361,33,4.5
Burger & Bun,"Burgers, American",149 Milngavie Road,Bearsden,G61 3DY,1419429777,49,4.5
Stonehouse Leven Valley,"Pizza, Roast Dinners",7 Allerdyce Court,Glasgow,G15 6SA,2039126648,84,4.5
Old Monk Indian Food Bar,"Indian, Curry",71 Milgavie Road,Glasgow,G61 2DW,1419430023,174,4.5
Loon Hing,"Chinese, Noodles",48 Switchback Road,Bearsden,G61 1AE,1419425830,1177,5
The Bank Roll Cafe,"Café, Breakfast",57 Glentanar Road,Glasgow,G22 7XS,1413363611,102,5
Bombay Mix,"Indian, Pizza",1911 Maryhill Road,Glasgow,G20 0BY,1419454222,266,5.5
Zensation,"Chinese, Oriental, Halal",160 Queen Margaret Drive,Glasgow,G20 8XU,1412375390,398,5
Adam's Diner,"American, Burgers, Halal",423 Glasgow Road,Dumbarton,G81 1LW,1419529090,1448,5
Knightswood Chinese,"Chinese, Oriental",247 Alderman Road,Glasgow,G13 3AY,1419591818,1228,5
The Hovel,"Italian, Pizza",15 Ladyloan Place,Glasgow,G15 8LB,7892895547,16,5
Freddies Food Club~,"Indian, Italian",2139 Great Western Road,Glasgow,G13 2XX,1419591901,1653,4
Asian Tandoori,"Indian, Curry, Halal",3A Duntreath Avenue,Glasgow,G13 4JG,1419506100,2655,5.5
Mario's (Glasgow) Limited,"Fish & Chips, Pizza, Halal",253 Alderman Road,Glasgow,G13 3AY,1419594999,812,5
Saffron,"Indian, Kebab",178 Archerhill Road,Knightswood,G13 3JG,1419595999,811,5.5
Golden View,"Chinese, Oriental",306 Dyke Road,Glasgow,G13 4QU,1419591682,864,5
I Chai,"Chinese, Oriental",1015 Crow Road,Glasgow,G13 1JP,7515038888,105,4.5
Mei Dou,"Chinese, Thai",187 Fulton Street,Glasgow,G13 1AN,1414340587,539,5
Chillies,"Indian, Kebab",477 Blairdardie Road,Glasgow,G15 6JP,1419443863,1997,5.5
